X,subject_name,talk_block,object_name,description,cosineSim,accuracyScaled
90,tulip007,1,fishingreel,Not really sure what this is but probably likely made of metal since it likely needs to go under water or it is also likely that it's made of some form of plastic. It is likely used to help fish. I mean yeah.,0.154698980564698,0.336456152696762
84,tulip006,1,fishingreel,um made of plastic um fishing reels made of plastic I'm assuming if I even know what that is um and I guess if we're talking about like how it comes in it's like wrapped around um like a tube thing I don't know how you describe it um that holds it it's like a tube and then there's like things on the end to make sure it doesn't fall off and it's wrapped around that and fishing reel specifically is um like a usually clear I think um plastic string um looks like made of yeah long long piece of string plastic string um I mean specifically specifically for fishing um it's used on a fishing pole um and it's like attached to the pole and how does it work and what is it used for work I mean it's used as um I guess to connect the fishing pole to the fishing hook um and the whole point of it is that um you can reel in the hook from the fishing pole um it's used for fishing um I guess you can also use it for just tying anything in general um yeah cool,0.248535420749987,0.456170254536375
190,tulip011,1,fishingreel,"I think a fishing reel looks like a metal square kinda with a little wheel like on the side and a handle. So you can hold the handle and kinda like roll it around to bring the strength that you fish with.  How this object works, you place your hand on the handle and then you roll it back or forth depending on where you want  the string, I can't remember how it's called, with the one you fish.",0.296337089636359,0.517154386562983
227,tulip013,1,floppydisk," Floppy disk is typically made out by plastic and disk inside, like a CD record inside.  And I think there's like, how do we say, kind of like shifting bar to like let it read or  not, I believe.  And yeah, you can really  Think of the USB and the, yeah, USB and kind of like old version of the CD.  So, this floppy disk is out having like two major components, I will say. Mainly,  It's wrapped with the plastic. Some of them might be clear and colorful. And the inside is made up with a CD-shaped disk to read the data inside. And the purpose of the floppy disk is storing the data and transport it.",0.512211507552359,0.79256138196832
254,tulip014,1,floppydisk,"The floppy disk is a plastic cartridge. I think they're more rectangular. My dad would kill me for not knowing this.  If not, they're circular, but I'm pretty sure they're round.  Plastic, thin, yeah. The object is a method of storage. It is an outdated USB.  It is inserted into computers, older computers, I should say. There's not really any use for floppy disks anymore. There just has been a lot of technological advancements.  But at the time when they were used,  you would insert it into the computer, into the designated,  the designated port, and it was used as a hard drive.  But without, you know, an external hard drive, I should say, because it was able to be removed and inserted into other computers.",0.505850819287301,0.784446580498553
335,tulip019,1,floppydisk,"I'm assuming it's like a disk for either like something you put in like a PC or like a sort of memory card thing.  So I'll describe it to be either really small or compact, maybe circle, like in a circle, like a regular CD.  But I'm not sure if it's actually that, but I would assume it's, you know, circle, like look like a CD or either like an SD card.  And yeah, for a PC or laptop.  I think this, oh, this object is used for to either maintain storage or to play a sort of video. Okay.  Whichever is, whichever, so whoever programs it and just what it's used for. I could have a lot of different things. It could probably be for to upload a video or game or anything or to update something in a manual software. But that's what I think what I would say.",0.438182830909635,0.698117512218366
274,tulip015,1,floppydisk," For this one, I think that it's It's probably like pretty long and made of hard materials.  I never seen these things before, so I'm not sure about that.  Um, I think it's used for like, like mixing things.  Um, I'm not sure.",0.0305580604510888,0.178080379664467
414,tulip022,1,floppydisk,"I'm unsure what the object is typically made of but I would think that it is typically circular in shape, potentially made out of plastic or some sort of metal material. Not sure how this object works or what it made be used for aside from maybe storing information.",0.0629460524630162,0.219400141650753
22,tulip003,1,floppydisk,This object is really made out of metal. It's in a circular shape like a CD. This object is like similar to a CD.,0.0903352133319839,0.254342524237887
384,tulip021,1,frenchpress,Typically a French press is a glass container that has lines on the side to tell you how much coffee you are putting in it. It has a lid that you push down to separate the coffee grounds. It's a glass container that you make coffee in. You put coffee grounds at the bottom. You put hot boiling water on top of the coffee grounds. You fill it up to however much coffee you want. You put the lid on. You press the lid down to the surface of the coffee. And then after two minutes you're able to press it all the way down and get your coffee.,0.674809740959543,1
162,tulip010,1,frenchpress," French press looks, well it's made of typically like glass but like rubber handle, like plastic rubber handle. And also has a  It has like a, almost like a siphoning type of thing that goes on top and like a little metal rod that goes through that so you can push and press down coffee.  It's used for making coffee, making tea sometimes.  It's used by putting tea leaves or coffee grounds in the bottom and putting in, typically  from my experience, would be like cooler water and then you kind of just keep pressing and siphoning the grounds and the tea leaves through the water and then let it soak up and concentrate over time.",0.622442691496312,0.933191473588487
449,tulip024,1,frenchpress," It's like a glass cylindrical pitcher and with the top of it, it's... There's something inside of it that it's like a metal stick that's connected to this flat  circular thing that when you press it, liquid can escape but it'll press down the solid stuff that is in the French press such as coffee and it has a handle on it and you kind of just press it down to remove the coffee grounds from the part of the press that you can pour into a cup. It's used to make coffee. Like you put the coffee grounds in and then the water and then you let it sit and then you press it to remove the liquid from the coffee grounds.",0.604617060163602,0.910449994473275
66,tulip005,1,frenchpress,I'm not entirely sure what this is. I think maybe like metal that you use to iron. I think it's used for ironing clothes to get wrinkles out.,-0.0393670981020786,0.0888716720914227
102,tulip007,1,frenchpress,I have no idea what this is just by the name. I assume it's probably made of metal. I guessing maybe used to press something but can't really guess what's pressing them so.,-0.00161992215776626,0.13702854223944
260,tulip015,1,frenchpress,I think it's made of steel and to help people to work in some factories and actually I'm not pretty sure about what it looks like okay so like what I just said I think it's working in a factory that helps with some big material working,0.141588516840567,0.319730162384939
358,tulip020,1,handmixer,hand mixers are more i'm gonna say used in the kitchen to like help with baking or cooking so it helps like sift the ingredients in a bowl um they're usually metal or plastic and they look like i don't know how to describe how they work i don't know i don't know how i'm supposed to describe them but i'll probably not give you the answer in a moment um so that's look like we have like oh i'm gonna taste some honeyヤあنا that would be look like I think it's used for the kitchen and sifting through,0.432598655046413,0.69099336517421
0,tulip003,1,handmixer,A hand mixer is usually made out of metal and it's to help you mix things around. And it's usually electric most of the time. Okay. You usually plug it in and then you can control the speed for how fast you want it to mix and it's usually used for baking or cooking. Okay.,0.424108058968131,0.680161282439749
214,tulip012,1,handmixer," I think a hand mixer, looks like a whisk but it's got sort of a motor on top which you can...  Which you can press an on button to make it whisk and it's made from metal, plastic.  Yeah. And it works by either turning, either turning it on and off or if it's the mechanical  one doing the lever and it's used for, to make it easier to whisk things such as eggs, mixed smoothies and other foods that need to be mixed like that.",0.412627721013684,0.66551496439616
272,tulip015,1,handmixer,For this one i think it can... It can like help people to working like so it's probably made of hard materials and something like steel and also and you probably have a handle on it and it's pretty long I guess um for this I think that it can help people to working fixing anything or like probably using cooking or agriculture or fixing any mud um fixing anything in your home or something,-0.109028075499262,0
120,tulip008,1,handmixer,"The object typically looks like one big rectangle with a, a handle on it. And it’s got rods that come down, I don’t know what the proper term is. But it’s got rods that come down, and then it’s got whisks and you use that to mix whatever you’re putting in the mixer. The object works by taking those whisks and spinning really fast, and it’s air bubbles in your mixture and it mixes all the ingredients together. . . . . . . . . . . . . . . .",0.193295983362175,0.385697209949969
92,tulip007,1,handmixer,It is mostly made of metal with either like a- it's either fully made of metal or it's fully made of plastic. It's a little more difficult to wash a small sense of like how it is shaped. It is used to mix ingredients together typically either when baking or cooking. When cooking typically like beating eggs or when like baking it would be typically to beat eggs as well or to just ensure the ingredients are well mixed.,0.199824014146177,0.394025502674469
342,tulip019,1,pocketradio,"A pocket radio, I’m going to assume it’s one of the old radios that could clip onto  your shirt or pants depending on what generation it is I'm assuming it has you know buttons on it Aux cord where you could listen in it could have like you know batteries it could it could be shaped like a square it could be big or small I'm assuming it's gonna be a medium at least and yeah how this object works and what is used for I would say it is used for to listen to the radio or any sort of music that's on there might be a dial on it where you could change frequencies it is just used to as whatever if you could plug in their aux if that your phone's ever has our school you could listen in either with just your phones or you could maybe have it does it might be a speaker out and you could just listen outward and yeah Typically it was like an old timey radio. It is like a silver metal box with a large antenna that is used to get the frequencies. It has an FM scale and an AM scale, ranges from 0 to 10. In the back it does have a battery port where you insert batteries just to charge it or power it up. On the side it does have the volume dials. You can increase or lower the volume. The aux cord port. And yeah it does have a little screen but it is only just for you to see the ranges.  And in the middle of it, in the front of the whole pocket radio there is a big speaker that just in a circle. And you can just hear. That is where the volume or that is where the music comes out. How I assume the object works once you insert a battery and you adjust the antenna just to get a good range. You could listen to anything that is on a radio that you could get depending on the scales like zero to 10. You could have it just laying around and just being tuned in on whichever radio station you want. It could be music. It could just be people talking. It could be the news. But yeah it is just a pocket radio and depending on the antenna how good your service is.  Also depends, also determines how clear it is and stuff.",0.582550603783877,0.882298180518425
300,tulip017,1,pocketradio,"A pocket radio is made out of metal or plastic.  It is a very, very small radio that... I guess...  that is portable, I can just carry around in your pocket, just hence the name.  It is used to listen to different channels, usually the news or music.",0.581454588266477,0.880899912286929
284,tulip016,1,pocketradio,"Okay.  From my memory, a pocket radio is a, it's a rectangular device that, um, pocket radio makes me believe that this is a small radio that can fit in the pocket of one's pants. Um. I picture a rectangular gray metal device that has a circular sort of stereo to project sound out of.  Uh, there should be buttons on the rectangular device to change to AM or FM radio.  Uh, on the side there should be a spiral, uh, cylinder to rotate. With your fingers to change volume size.  Uh, I mean, yes, volume size.  And then there should also be some sort of, uh, I'm picturing some sort of like metal wire of some sort at the top of the rectangular device for a connection to radio signals.  And, uh, that's what I think it looks like. Okay.  A pocket radio is basically meant to be a regular radio, which is a device that takes  in radio waves and puts them through a stereo for you to be able to listen to it, projects it outwardly. Uh. And  You can control how loud that is or what station the, what signal the radio is picking  up, uh, based on the buttons and controls on the radio.  For it to be a pocket radio, you'll, you'll be able to fit it in your pocket and that makes it portable.  So it's supposedly a light, small rectangle of some sort.  And then the, the antenna. Or. The wire coming out of the pocket radio is meant to pick up those radio signals.",0.577802607074255,0.876240809197567
12,tulip003,1,pocketradio,This object is usually made out of metal or plastic and it's in the shape of a box. This object works by playing a song or something if a CD was put into it.,0.00595782757688499,0.146696039233762
86,tulip007,1,pocketradio," I'm not really sure what this is, but I would assume that it is made of some form  of metal, maybe like a little plastic, let's say? I guess it's something that's really small for people to bring around to either listen to the radio music or any news.",0.055633913407525,0.210071503886724
68,tulip005,1,pocketradio,Um typically made… it’s like a rectangular shape or it has like it comes in on the bottom it has like these wire like like a mesh type of situation where like the audio comes out of sometimes it has like a little antenna on it that like pokes out from the top very small like a fit in your hand I think you can like there has like like knobs that you can turn for like different stations it essentially picks up like radio waves from different stations you turn the knob left or right to like change the radio station it plays whatever is on the radio at the time there's like an AM setting there's usually an FM setting just like a volume setting you can essentially just listen to the radio it's very tiny like in the travel size you can take it with you,0.139388949690746,0.31692401154144
287,tulip016,1,rolodex,"Rolodex. I am familiar with the word. Rolodex is a. This is sort of an older device.  What it looks like from what I think it is, is a. It's a. A metal wheel. It's a. It's a metal stainless steel stand that makes a triangle shape. And there are two metal triangles that hold up a metal rod.  And of the metal rod, there are pieces of paper, small rectangles with personal information written on them. And a Rolodex is made up of an alphabetical order of. People's personal information. So it's just a bunch of papers ordered next to each other in alphabetical order. There is a sort of hand crank to rotate these papers typically. Okay. So a Rolodex is used to. It's sort of like what you would see in a book. It's like a. A. A list of everyone's personal information that you know. It's a way to. It's a way to have a. A person's. Information. It's an older way to get.  Look up people's information, but it's typically used. I've seen it used in movies for office settings. When.  You're trying to look up someone's information, you'll.  You'll see them go through their Rolodex and they'll say, yes, I found this card for this one person's information. It typically has a name and address. Maybe their relation to you. And they're just a list of people's personal information. Okay.",0.442067709388747,0.703073739638807
431,tulip024,1,rolodex," I think it's like a small little thing where you can flip through, I believe, small little files or something. Okay. I think it just shows you little names of files or something. I'm not completely sure.",0.310325580789285,0.535000541544536
134,tulip009,1,rolodex," Um, I haven't heard of this object before. I'm not really sure. Rolodex. The first thing that came to mind was like Rolex because it's a similar word.  Um, but I don't know. Maybe it's like a game of some sorts or something. Or something you can use in a game.  Um, I imagine Rolodex is like, yeah, like I said, like maybe something you can use in a game or some kind of like card playing game. But I'm not sure. I haven't heard of this.",0.286665125519089,0.504815145058962
262,tulip015,1,rolodex," Um, I never heard about this object before, so I think it's like probably made of wood? I don't know. Or steel? Or some hard materials?  Um, I think, I think it's like, it's used to, um, putting something inside?  I don't know, I never, I never heard of this object before.",-0.0218213205433116,0.111256121004636
132,tulip008,1,rolodex,I'm not sure what it looks like or what it's made of. I'm also not sure what it's used for and how it works.,0.00748984979035955,0.148650553523971
38,tulip004,1,rolodex,I personally do not have a lot of experience with this item. I don’t know what it is and I would say I don’t have a guess either.Bases on my last  item I also would not say that I do not know how this item is used or what it is used for.,0.00960501677450188,0.151349028820427
416,tulip022,1,shoehorn,This object is typically longer and skinny with a handle at the top potentially made out of plastic. It’s usually curved at the edges with a sort of knock for heels to fit in. It’s typically longer to avoid having to pin down for application uses. This object is used for um easier application for putting shoes on. It’s typically placed at the back of the shoe at the heel where you can use the knock in the tool to slide your heel in the shoes for easier foot insertion.,0.540704607803272,0.828912141848263
54,tulip005,1,shoehorn," It's typically just a long piece, like sometimes it's wood, sometimes it's metal. It has like an indentation in it for like where your ankle goes. It's used to assist in putting on shoes.  While you're putting on shoes, you place it against your heel. And put the shoe on how you normally would just put it in the shoe. It just helps not crease like if it's leather or anything. Also it just helps slide the ankle in.",0.503463974176326,0.781401505279093
136,tulip009,1,shoehorn," A shoehorn is, it's usually made out of wood or sometimes it can be like plastic and I think it's like almost like a stretcher that you put into  A shoe, I'm thinking like more so like heels that like need to be like stretched out more like or any leather shoes to either keep them in place or to help with like making them comfortable and stretching them out and I've seen them in like wood or plastic variations. So a shoehorn is basically insert it into a shoe. And Some of them are like adjustable so you can like turn the knob depending on like if you want to make it like more narrower or bigger depending on like the shoe if you need to have it stretched out.  And I've seen people use them, like I said, like in like heels and stuff like that for just like making them more comfortable and stretching the leather out.",0.501399854953427,0.778768155395282
310,tulip017,1,shoehorn,I don't know. I don't know.,0.00695538880428386,0.147968702030137
280,tulip015,1,shoehorn,I think for this one it's made of plastic and I don't think that it's like a heavy thing and I think it's probably pretty long or something. I think it's used for fixing shoes.,0.055067747104038,0.209349203569492
100,tulip007,1,shoehorn,Not too sure what this is. Likely made of plastic since it's probably gonna be close to human contact so likely to help you wear your shoes easier so you don't have to like bend down too much and like hurt your back or something.,0.163058072334237,0.347120465637548
26,tulip004,1,stethoscope,A stethoscope is something that usually goes around a doctor's neck and it's kind of like a longer shape and it has two parts that go into a person's ear and then the other part is like a silver part at the end that's placed on a person's heart and that typically listens to the person's heartbeat. When this object is used it goes in someone's ears like I said there's two parts and then the bottom part at the end is placed on a person's heart and it listens to their heartbeat to see if they have any regular or irregular heart.,0.486098342700695,0.759246882076446
114,tulip008,1,stethoscope,the object looks like two plugs that go into your ears with wires hanging down. They sit around your chest and join together. From there there's this one tube connected to some sort of thing that will amplify the sound in your heart. The object works by amplifying the sound in your heart and you're able to see or hear your heartbeat.,0.470029270869975,0.738746376112959
146,tulip009,1,stethoscope,"Stethoscope.  I want to say it's the thing that doctors wear around their necks that has, it's like a necklace cut and they plug it into their ears too so it looks like earbuds.  And it's like a longer side on like, longer side at the end of it where it has a metal portion and yeah it looks like your stereotypical doctor's stethoscope. It is used to check heartbeat in patients. That's what doctors use it for. So they put it into their ears. Not exactly sure how it works but I do know they like put it into their ears and then the metal portion goes on the patient's chest and then they have them breathe in and out and then they can hear the heartbeat I think.",0.455362666600756,0.720035101967653
276,tulip015,1,stethoscope," I think for this one, I think it looks pretty small.  And also like, but I'm not sure for what specific it looks like. I think it probably has some lines on it.  And for this one, I think it's for testing anything, like to detect anything like in the dark or on the water.  Um, because I never see this before.",0.017749500377118,0.161739550216053
366,tulip020,1,stethoscope,looks like a little looks like a rubber rope and it has one end has a circle I'm thinking of the right thing of metal and it's flat but has like a 3d dimension of so you can hold on to it but it's not the front half is flat and it connects to the rest of them where the other end has two outward things this is what doctors use when they check people's heartbeats I think and to see if,0.06511627612393,0.222168856830531
108,tulip007,1,stethoscope,"It should be mostly made of metal and then it's like something that you can put over your ears and then a thing to listen to.  It’s likely used to listen to heartbeats, doctors use it a lot to hear how fast a patient's heart rate might be.",0.260057062992197,0.470869267521309
152,tulip009,1,threeholepunch," So this object, three hole punch, it looks like, so it's like a long metal piece usually. Like I remember like the ones we used to have in like our elementary school classrooms. It was like a long metal piece and it was rectangular and it had like two sides and there on one side was the actual hole punching side. So you had like the three holes that would line up to a standard like printer piece of paper and then you'd press down on the opposite side and it would hole punch the paper and then there was like a little tray underneath where it collected all the pieces and you had to empty it out. So this object is used for hole punching paper to make it easier to put into like binders  or like some kind of like, yeah, mostly like binders or like filing systems that like require  binders, but you basically push the piece down and it hole punches, push the opposite piece down and it hole punches the sides.",0.59222386224047,0.894639073307056
329,tulip018,1,threeholepunch,"Okay a three hole punch typically looks like its like a long rectangular shape with three holes, one on one end one in the middle and one on the other end. And it’s typically made of metal too. It’s kind of, it has a base to it and then the top half where you click the top to punch the holes in the paper. And typically how it works is that if you click down on something, on the paper then the holes punch out and then what it’s used for is to punch out holes in a paper so that you can put it in a binder.",0.552805318914082,0.844349915909073
289,tulip016,1,threeholepunch," Okay, so a three-hole punch is a rectangular object. It is longer than the length of a typical printer paper. I'd say it's typically about a foot and a couple of inches longer.  Wait, no, no, no, no, no. That's incorrect. It is longer than the length of printer paper. That's true.  It's typically made of two metal, two rectangular pieces of metal. All of the hole punchers that I've seen have had the color black.  And then on the inside, there is a section for you to, there is a section to line up paper. And then there are three metal prongs. And there is a spring mechanism inside of the two metal bars so that the two metal bars are permanently at an angle so that the bars are only touching on one side that is the long length side. Okay.  So a three-hole punch, three-hole punch tool is used to punch three holes into paper.  People do this for school or for work or for just organizing papers that they have for binders, typically. Or some a sort of a folder that has prongs in it for you to put paper into to store. So you would insert paper into the three-hole punch. And then you would press down on the top metal bar and you would hear a crunch. And that would be the three prongs punching three holes into the paper of a standardized size. Okay. That fits majority of binders.  And so you would just put in some papers, maybe put in a stack of papers, punch the hole, and then you would use the papers for the binder or whatever you're putting your papers into. Okay.",0.541340890082992,0.829723894313326
18,tulip003,1,threeholepunch,This object is usually made out of metal and it shapes like a rod. It is typically used for gardening and it can help you plant stuff.,0.0487418756604134,0.201278820499428
451,tulip024,1,threeholepunch,it is like it's its length is about the size of a piece of paper like like 18 inches I think and there's three three little things that you can put the paper into to hole punch it it's like sharp sharp circular thing and there's springs you just like press the side of it to lift the springs up and then release it and like the pressure is enough to use the sharp parts of it to cut the paper and hole punch it so you can like put it in a binder or something it works by the springs make enough pressure to that the little sharp things can cut through paper really easily and it's so you can have three holes in the paper to attach a bunch of papers together,0.288798713244747,0.507537121060702
424,tulip023,1,threeholepunch,"Um I’m not entirely sure what this is but I’m presuming it’s just like a hole puncher for paper. Um which is typically made out of either plastic or like a mix of plastic metal. There’s like a metal kind of like ruler with a bent edge that like allows you to place the holes in like the center of the paper. Um there’s these two or in this case like 3 blades. Um they’re kind of slanted and eventually when pressure is placed on the lever of like the object it allows it to cut through paper and create holes. Um the object itself has like springs and is like rectangular and kind of looks like an angle of sort, like a triangle without the last line if that makes sense? And then there’s that lever at the very top and then the three holes, the three like hold blades. And the edge is kind of like a sandwich so there’s like a plastic base attached to the metal rod I mentioned before and then the blade’s inside. And then on top of the blades the plastic handle or lever which you push down to use. Um the object is used to create holes in paper which can then be used for like storage purposes or keeping in a binder. Um and it can be used for crafts um but usually is more like an office, something you’d typically find in an office um. Yeah.",0.295882463244753,0.516574385978601
